tomato OrthoGene,arabidopsis OrthoGene,Orthogroup,tomato Symbol,arabidopsis Symbol
4081_0:000996,3702_0:005c22,110660at3193,LOC101268035,AT5G67420
4081_0:000d82,3702_0:005c22,110660at3193,LOC101258116,AT5G67420
4081_0:0021d7,3702_0:005c22,110660at3193,LOC101261022,AT5G67420
4081_0:00277c,3702_0:0052ce,110674at3193,LOC101253581,AT5G13520
4081_0:003a4e,3702_0:00191d,110707at3193,LOC101255218,AT1G50590
4081_0:0046e8,3702_0:00191d,110707at3193,LOC101261553,AT1G50590
4081_0:0049f3,3702_0:00191d,110707at3193,LOC543607,AT1G50590
4081_0:006078,3702_0:00191d,110707at3193,LOC101268741,AT1G50590
4081_0:003a4e,3702_0:0022b5,110707at3193,LOC101255218,AT2G43120
4081_0:0046e8,3702_0:0022b5,110707at3193,LOC101261553,AT2G43120
4081_0:0049f3,3702_0:0022b5,110707at3193,LOC543607,AT2G43120
4081_0:006078,3702_0:0022b5,110707at3193,LOC101268741,AT2G43120
4081_0:003a4e,3702_0:00304a,110707at3193,LOC101255218,AT3G59220
4081_0:0046e8,3702_0:00304a,110707at3193,LOC101261553,AT3G59220
4081_0:0049f3,3702_0:00304a,110707at3193,LOC543607,AT3G59220
4081_0:006078,3702_0:00304a,110707at3193,LOC101268741,AT3G59220
4081_0:00421f,3702_0:006066,110714at3193,LOC101248321,AT5G64320
4081_0:002495,3702_0:0015e2,110715at3193,LOC101263112,AT1G42480
4081_0:00099c,3702_0:003a43,110727at3193,LOC101265959,AT3G05640
4081_0:0009c1,3702_0:003a43,110727at3193,LOC101262662,AT3G05640
4081_0:00099c,3702_0:004109,110727at3193,LOC101265959,AT3G16800
4081_0:0009c1,3702_0:004109,110727at3193,LOC101262662,AT3G16800
4081_0:00099c,3702_0:006a04,110727at3193,LOC101265959,AT5G27930
4081_0:0009c1,3702_0:006a04,110727at3193,LOC101262662,AT5G27930
4081_0:00327d,3702_0:000766,110741at3193,LOC101255602,AT1G33475
4081_0:00327d,3702_0:005013,110741at3193,LOC101255602,AT4G10170
4081_0:001fbd,3702_0:00133b,110743at3193,LOC101263008,AT1G14020
4081_0:002b83,3702_0:00133b,110743at3193,LOC101259933,AT1G14020
4081_0:00317a,3702_0:00133b,110743at3193,LOC101263915,AT1G14020
4081_0:005f98,3702_0:00133b,110743at3193,LOC101265902,AT1G14020
4081_0:001fbd,3702_0:001bdd,110743at3193,LOC101263008,AT2G03280
4081_0:002b83,3702_0:001bdd,110743at3193,LOC101259933,AT2G03280
4081_0:00317a,3702_0:001bdd,110743at3193,LOC101263915,AT2G03280
4081_0:005f98,3702_0:001bdd,110743at3193,LOC101265902,AT2G03280
4081_0:001fbd,3702_0:0033a1,110743at3193,LOC101263008,AT3G02250
4081_0:002b83,3702_0:0033a1,110743at3193,LOC101259933,AT3G02250
4081_0:00317a,3702_0:0033a1,110743at3193,LOC101263915,AT3G02250
4081_0:005f98,3702_0:0033a1,110743at3193,LOC101265902,AT3G02250
4081_0:001fbd,3702_0:006945,110743at3193,LOC101263008,AT5G15740
4081_0:002b83,3702_0:006945,110743at3193,LOC101259933,AT5G15740
4081_0:00317a,3702_0:006945,110743at3193,LOC101263915,AT5G15740
4081_0:005f98,3702_0:006945,110743at3193,LOC101265902,AT5G15740
4081_0:000554,3702_0:006969,110747at3193,LOC101252433,AT5G13710
4081_0:004ebf,3702_0:006969,110747at3193,LOC101256047,AT5G13710
4081_0:004929,3702_0:005db2,110759at3193,LOC101255822,AT5G15770
4081_0:0026f6,3702_0:0027a5,110769at3193,LOC101252167,AT2G13600
4081_0:001170,3702_0:0056dc,110772at3193,LOC101263177,AT5G46680
4081_0:003958,3702_0:0056dc,110772at3193,LOC101255901,AT5G46680
4081_0:0007a9,3702_0:00319f,110786at3193,ACI112,AT3G12320
4081_0:0007a9,3702_0:005c58,110786at3193,ACI112,AT5G06980
4081_0:0060d7,3702_0:000191,110796at3193,LOC101244841,AT1G25220
4081_0:0060d7,3702_0:0005a7,110796at3193,LOC101244841,AT1G24909
4081_0:0060d7,3702_0:000e36,110796at3193,LOC101244841,AT1G25155
4081_0:0060d7,3702_0:0014af,110796at3193,LOC101244841,AT1G24807
4081_0:0060d7,3702_0:00197c,110796at3193,LOC101244841,AT1G25083
4081_0:0060d7,3702_0:005b36,110796at3193,LOC101244841,AT5G57890
4081_0:000f2c,3702_0:002a36,110857at3193,LOC101252841,AT2G05210
4081_0:000f2c,3702_0:002b71,110857at3193,LOC101252841,AT2G04395
4081_0:000f2c,3702_0:005e71,110857at3193,LOC101252841,AT5G06310
4081_0:002ef5,3702_0:003c8e,110861at3193,LOC109118700,AT3G04130
4081_0:006344,3702_0:006ab4,110878at3193,rpl23,rpl23
4081_0:006359,3702_0:006ab4,110878at3193,rpl23,rpl23
4081_0:006344,3702_0:006ab6,110878at3193,rpl23,rpl23
4081_0:006359,3702_0:006ab6,110878at3193,rpl23,rpl23
4081_0:002fdb,3702_0:0018a6,110880at3193,LOC101261422,AT1G44446
4081_0:005a87,3702_0:0018a6,110880at3193,LOC101244441,AT1G44446
4081_0:0023fc,3702_0:0021a9,110884at3193,LOC101263507,AT2G28760
4081_0:0054ec,3702_0:0021a9,110884at3193,LOC101258224,AT2G28760
4081_0:0023fc,3702_0:0039f2,110884at3193,LOC101263507,AT3G46440
4081_0:0054ec,3702_0:0039f2,110884at3193,LOC101258224,AT3G46440
4081_0:0023fc,3702_0:0065af,110884at3193,LOC101263507,AT5G59290
4081_0:0054ec,3702_0:0065af,110884at3193,LOC101258224,AT5G59290
4081_0:003501,3702_0:002c95,110886at3193,LOC101249560,AT3G25070
4081_0:004bc8,3702_0:002c95,110886at3193,LOC101248708,AT3G25070
4081_0:0056f8,3702_0:002c95,110886at3193,LOC101250267,AT3G25070
4081_0:0060fe,3702_0:002c95,110886at3193,LOC101260623,AT3G25070
4081_0:004948,3702_0:0029ef,110893at3193,LOC112942152,AT2G07725
4081_0:006336,3702_0:0029ef,110893at3193,rpl5,AT2G07725
4081_0:004948,3702_0:006a8f,110893at3193,LOC112942152,rpl5
4081_0:006336,3702_0:006a8f,110893at3193,rpl5,rpl5
4081_0:0034c6,3702_0:003235,110907at3193,LOC101264639,AT3G04380
4081_0:0046a7,3702_0:003235,110907at3193,LOC101264674,AT3G04380
4081_0:004cca,3702_0:003235,110907at3193,LOC101244414,AT3G04380
4081_0:0034c6,3702_0:0064b6,110907at3193,LOC101264639,AT5G43990
4081_0:0046a7,3702_0:0064b6,110907at3193,LOC101264674,AT5G43990
4081_0:004cca,3702_0:0064b6,110907at3193,LOC101244414,AT5G43990
4081_0:000ba1,3702_0:0008c5,110912at3193,LOC101250914,AT1G14420
4081_0:001177,3702_0:0008c5,110912at3193,LOC101264694,AT1G14420
4081_0:00126e,3702_0:0008c5,110912at3193,LOC101260096,AT1G14420
4081_0:001434,3702_0:0008c5,110912at3193,LOC101265301,AT1G14420
4081_0:001822,3702_0:0008c5,110912at3193,LOC101246909,AT1G14420
4081_0:001945,3702_0:0008c5,110912at3193,LAT56,AT1G14420
4081_0:001acb,3702_0:0008c5,110912at3193,LAT59,AT1G14420
4081_0:002b4c,3702_0:0008c5,110912at3193,LOC101257960,AT1G14420
4081_0:002f9d,3702_0:0008c5,110912at3193,LOC101249735,AT1G14420
4081_0:000ba1,3702_0:002511,110912at3193,LOC101250914,AT2G02720
4081_0:001177,3702_0:002511,110912at3193,LOC101264694,AT2G02720
4081_0:00126e,3702_0:002511,110912at3193,LOC101260096,AT2G02720
4081_0:001434,3702_0:002511,110912at3193,LOC101265301,AT2G02720
4081_0:001822,3702_0:002511,110912at3193,LOC101246909,AT2G02720
4081_0:001945,3702_0:002511,110912at3193,LAT56,AT2G02720
4081_0:001acb,3702_0:002511,110912at3193,LAT59,AT2G02720
4081_0:002b4c,3702_0:002511,110912at3193,LOC101257960,AT2G02720
4081_0:002f9d,3702_0:002511,110912at3193,LOC101249735,AT2G02720
4081_0:000ba1,3702_0:003909,110912at3193,LOC101250914,AT3G01270
4081_0:001177,3702_0:003909,110912at3193,LOC101264694,AT3G01270
4081_0:00126e,3702_0:003909,110912at3193,LOC101260096,AT3G01270
4081_0:001434,3702_0:003909,110912at3193,LOC101265301,AT3G01270
4081_0:001822,3702_0:003909,110912at3193,LOC101246909,AT3G01270
4081_0:001945,3702_0:003909,110912at3193,LAT56,AT3G01270
4081_0:001acb,3702_0:003909,110912at3193,LAT59,AT3G01270
4081_0:002b4c,3702_0:003909,110912at3193,LOC101257960,AT3G01270
4081_0:002f9d,3702_0:003909,110912at3193,LOC101249735,AT3G01270
4081_0:000ba1,3702_0:005d7e,110912at3193,LOC101250914,AT5G15110
4081_0:001177,3702_0:005d7e,110912at3193,LOC101264694,AT5G15110
4081_0:00126e,3702_0:005d7e,110912at3193,LOC101260096,AT5G15110
4081_0:001434,3702_0:005d7e,110912at3193,LOC101265301,AT5G15110
4081_0:001822,3702_0:005d7e,110912at3193,LOC101246909,AT5G15110
4081_0:001945,3702_0:005d7e,110912at3193,LAT56,AT5G15110
4081_0:001acb,3702_0:005d7e,110912at3193,LAT59,AT5G15110
4081_0:002b4c,3702_0:005d7e,110912at3193,LOC101257960,AT5G15110
4081_0:002f9d,3702_0:005d7e,110912at3193,LOC101249735,AT5G15110
4081_0:005906,3702_0:00233a,110945at3193,LOC101259696,AT2G43080
4081_0:003e67,3702_0:000b40,110968at3193,LOC101259766,AT1G79080
4081_0:001280,3702_0:004252,110980at3193,LOC101257827,AT4G21770
4081_0:003a4f,3702_0:005fbc,110997at3193,LOC101250906,AT5G59440
4081_0:000f6e,3702_0:0002c5,111002at3193,LOC101247185,AT1G27970
4081_0:001230,3702_0:0002c5,111002at3193,LOC101266683,AT1G27970
4081_0:001235,3702_0:0002c5,111002at3193,LOC101261285,AT1G27970
4081_0:002c74,3702_0:0002c5,111002at3193,LOC101248576,AT1G27970
4081_0:000f6e,3702_0:000c99,111002at3193,LOC101247185,AT1G27310
4081_0:001230,3702_0:000c99,111002at3193,LOC101266683,AT1G27310
4081_0:001235,3702_0:000c99,111002at3193,LOC101261285,AT1G27310
4081_0:002c74,3702_0:000c99,111002at3193,LOC101248576,AT1G27310
4081_0:000f6e,3702_0:0016b7,111002at3193,LOC101247185,AT1G11570
4081_0:001230,3702_0:0016b7,111002at3193,LOC101266683,AT1G11570
4081_0:001235,3702_0:0016b7,111002at3193,LOC101261285,AT1G11570
4081_0:002c74,3702_0:0016b7,111002at3193,LOC101248576,AT1G11570
4081_0:000b07,3702_0:0011dc,111007at3193,LOC101250935,AT1G47670
4081_0:002124,3702_0:0011dc,111007at3193,LOC101251882,AT1G47670
4081_0:00235d,3702_0:0011dc,111007at3193,LOC101266818,AT1G47670
4081_0:00519d,3702_0:0011dc,111007at3193,LOC101268233,AT1G47670
4081_0:000b07,3702_0:004c71,111007at3193,LOC101250935,AT4G35180
4081_0:002124,3702_0:004c71,111007at3193,LOC101251882,AT4G35180
4081_0:00235d,3702_0:004c71,111007at3193,LOC101266818,AT4G35180
4081_0:00519d,3702_0:004c71,111007at3193,LOC101268233,AT4G35180
4081_0:0020e4,3702_0:0031f3,111015at3193,LOC101260124,AT3G02770
4081_0:004dd6,3702_0:0031f3,111015at3193,LOC101250931,AT3G02770
4081_0:0020e4,3702_0:005737,111015at3193,LOC101260124,AT5G16450
4081_0:004dd6,3702_0:005737,111015at3193,LOC101250931,AT5G16450
4081_0:0020e4,3702_0:005ce0,111015at3193,LOC101260124,AT5G56260
4081_0:004dd6,3702_0:005ce0,111015at3193,LOC101250931,AT5G56260
4081_0:001358,3702_0:0021fd,111021at3193,LOC101257335,AT2G33680
4081_0:0056b3,3702_0:0021fd,111021at3193,LOC101247283,AT2G33680
4081_0:0040ab,3702_0:0027f7,111054at3193,Acx1B,AT2G35690
4081_0:0042f4,3702_0:0027f7,111054at3193,Acx1A,AT2G35690
4081_0:0040ab,3702_0:0051a8,111054at3193,Acx1B,AT4G16760
4081_0:0042f4,3702_0:0051a8,111054at3193,Acx1A,AT4G16760
4081_0:0027e7,3702_0:001f1c,111067at3193,SAP13,AT2G41835
4081_0:0053fd,3702_0:001f1c,111067at3193,LOC101256930,AT2G41835
4081_0:0027e7,3702_0:00404b,111067at3193,SAP13,AT3G57480
4081_0:0053fd,3702_0:00404b,111067at3193,LOC101256930,AT3G57480
4081_0:0017b1,3702_0:000db0,111083at3193,LOC101263504,AT1G52640
4081_0:0037e3,3702_0:002c35,111108at3193,LOC101257180,AT2G29760
4081_0:0014a9,3702_0:00349a,111117at3193,AT3G15510,AT3G04060
4081_0:002016,3702_0:00349a,111117at3193,LOC101243692,AT3G04060
4081_0:00301a,3702_0:00349a,111117at3193,LOC101255705,AT3G04060
4081_0:0014a9,3702_0:0040b5,111117at3193,AT3G15510,AT3G29035
4081_0:002016,3702_0:0040b5,111117at3193,LOC101243692,AT3G29035
4081_0:00301a,3702_0:0040b5,111117at3193,LOC101255705,AT3G29035
4081_0:0014a9,3702_0:0051f9,111117at3193,AT3G15510,AT5G61430
4081_0:002016,3702_0:0051f9,111117at3193,LOC101243692,AT5G61430
4081_0:00301a,3702_0:0051f9,111117at3193,LOC101255705,AT5G61430
4081_0:0014a9,3702_0:0054ed,111117at3193,AT3G15510,AT5G18270
4081_0:002016,3702_0:0054ed,111117at3193,LOC101243692,AT5G18270
4081_0:00301a,3702_0:0054ed,111117at3193,LOC101255705,AT5G18270
4081_0:0014a9,3702_0:00579b,111117at3193,AT3G15510,AT5G07680
4081_0:002016,3702_0:00579b,111117at3193,LOC101243692,AT5G07680
4081_0:00301a,3702_0:00579b,111117at3193,LOC101255705,AT5G07680
4081_0:0014a9,3702_0:0069dd,111117at3193,AT3G15510,AT5G39610
4081_0:002016,3702_0:0069dd,111117at3193,LOC101243692,AT5G39610
4081_0:00301a,3702_0:0069dd,111117at3193,LOC101255705,AT5G39610
4081_0:003aec,3702_0:002747,111132at3193,PP5,AT2G42810
4081_0:004b69,3702_0:000895,111142at3193,LOC101251216,AT1G36950
4081_0:004b69,3702_0:0022f0,111142at3193,LOC101251216,AT2G37150
4081_0:004b69,3702_0:004c24,111142at3193,LOC101251216,AT4G00070
4081_0:0031aa,3702_0:001230,111186at3193,LOC101249652,AT1G73090
4081_0:000529,3702_0:001f48,111222at3193,LOC101248432,AT2G15020
4081_0:00542e,3702_0:001f48,111222at3193,LOC101247075,AT2G15020
4081_0:000529,3702_0:0026a6,111222at3193,LOC101248432,AT2G40390
4081_0:00542e,3702_0:0026a6,111222at3193,LOC101247075,AT2G40390
4081_0:000529,3702_0:005f7e,111222at3193,LOC101248432,AT5G64190
4081_0:00542e,3702_0:005f7e,111222at3193,LOC101247075,AT5G64190
4081_0:001c64,3702_0:004c80,111238at3193,LOC101245834,AT4G36720
4081_0:005019,3702_0:004c80,111238at3193,LOC101267657,AT4G36720
4081_0:005d63,3702_0:0029ee,111242at3193,LOC101258439,AT2G40570
4081_0:00232b,3702_0:003593,111249at3193,LOC101259330,AT3G11950
4081_0:0024e9,3702_0:003593,111249at3193,LOC101248379,AT3G11950
4081_0:000168,3702_0:0011ce,111264at3193,AT1G01470,AT1G01470
4081_0:0005fa,3702_0:0011ce,111264at3193,ER5,AT1G01470
4081_0:005443,3702_0:0011ce,111264at3193,LOC101258493,AT1G01470
4081_0:000168,3702_0:002baa,111264at3193,AT1G01470,AT2G46140
4081_0:0005fa,3702_0:002baa,111264at3193,ER5,AT2G46140
4081_0:005443,3702_0:002baa,111264at3193,LOC101258493,AT2G46140
4081_0:00127b,3702_0:001706,111278at3193,LOC101266992,AT1G04640
4081_0:000a98,3702_0:0030a1,111281at3193,LOC101249001,AT3G44100
4081_0:004e77,3702_0:0030a1,111281at3193,LOC101246195,AT3G44100
4081_0:0050f0,3702_0:0030a1,111281at3193,LOC101246488,AT3G44100
4081_0:000a98,3702_0:003526,111281at3193,LOC101249001,AT3G11780
4081_0:004e77,3702_0:003526,111281at3193,LOC101246195,AT3G11780
4081_0:0050f0,3702_0:003526,111281at3193,LOC101246488,AT3G11780
4081_0:000a98,3702_0:005e97,111281at3193,LOC101249001,AT5G06480
4081_0:004e77,3702_0:005e97,111281at3193,LOC101246195,AT5G06480
4081_0:0050f0,3702_0:005e97,111281at3193,LOC101246488,AT5G06480
4081_0:002b61,3702_0:0046d9,11132at3193,LOC101245654,AT4G19006
4081_0:004761,3702_0:0046d9,11132at3193,LOC101264976,AT4G19006
4081_0:002b61,3702_0:005626,11132at3193,LOC101245654,AT5G45620
4081_0:004761,3702_0:005626,11132at3193,LOC101264976,AT5G45620
4081_0:003e59,3702_0:00496d,111341at3193,LOC101257876,AT4G26680
4081_0:001906,3702_0:005b8e,111363at3193,LOC101264184,AT5G39400
4081_0:002e33,3702_0:003e7c,111364at3193,LOC101257076,AT3G07720
4081_0:0007f9,3702_0:002e7d,111371at3193,LOC101245799,AT3G12300
4081_0:004385,3702_0:000c2e,111388at3193,LOC101253814,AT1G63770
4081_0:002a7d,3702_0:000674,111441at3193,LOC101245943,AT1G14170
4081_0:004e20,3702_0:002a9e,111450at3193,LOC101245307,AT2G35900
4081_0:000c12,3702_0:0020d6,111459at3193,LOC101256318,AT2G46890
4081_0:0011a3,3702_0:0020d6,111459at3193,LOC101251354,AT2G46890
4081_0:000998,3702_0:0049eb,111460at3193,LOC101250451,AT4G15770
4081_0:0004eb,3702_0:002197,111480at3193,LOC101265771,AT2G30660
4081_0:000642,3702_0:002197,111480at3193,LOC101253126,AT2G30660
4081_0:0007e3,3702_0:002197,111480at3193,LOC101255335,AT2G30660
4081_0:002a37,3702_0:002197,111480at3193,LOC101251091,AT2G30660
4081_0:00542d,3702_0:002197,111480at3193,LOC101248347,AT2G30660
4081_0:0004eb,3702_0:002a88,111480at3193,LOC101265771,AT2G30650
4081_0:000642,3702_0:002a88,111480at3193,LOC101253126,AT2G30650
4081_0:0007e3,3702_0:002a88,111480at3193,LOC101255335,AT2G30650
4081_0:002a37,3702_0:002a88,111480at3193,LOC101251091,AT2G30650
4081_0:00542d,3702_0:002a88,111480at3193,LOC101248347,AT2G30650
4081_0:0004eb,3702_0:002f3a,111480at3193,LOC101265771,AT3G60510
4081_0:000642,3702_0:002f3a,111480at3193,LOC101253126,AT3G60510
4081_0:0007e3,3702_0:002f3a,111480at3193,LOC101255335,AT3G60510
4081_0:002a37,3702_0:002f3a,111480at3193,LOC101251091,AT3G60510
4081_0:00542d,3702_0:002f3a,111480at3193,LOC101248347,AT3G60510
4081_0:0004eb,3702_0:004835,111480at3193,LOC101265771,AT4G31810
4081_0:000642,3702_0:004835,111480at3193,LOC101253126,AT4G31810
4081_0:0007e3,3702_0:004835,111480at3193,LOC101255335,AT4G31810
4081_0:002a37,3702_0:004835,111480at3193,LOC101251091,AT4G31810
4081_0:00542d,3702_0:004835,111480at3193,LOC101248347,AT4G31810
4081_0:0004eb,3702_0:005b3e,111480at3193,LOC101265771,AT5G65940
4081_0:000642,3702_0:005b3e,111480at3193,LOC101253126,AT5G65940
4081_0:0007e3,3702_0:005b3e,111480at3193,LOC101255335,AT5G65940
4081_0:002a37,3702_0:005b3e,111480at3193,LOC101251091,AT5G65940
4081_0:00542d,3702_0:005b3e,111480at3193,LOC101248347,AT5G65940
4081_0:001203,3702_0:000a80,111486at3193,LOC101258914,AT1G28340
4081_0:001975,3702_0:000a80,111486at3193,LOC101257336,AT1G28340
4081_0:0038b1,3702_0:0000a9,111488at3193,LOC101252794,AT1G50840
4081_0:0038b1,3702_0:003d6c,111488at3193,LOC101252794,AT3G20540
4081_0:001670,3702_0:0047f5,111502at3193,LOC101256244,AT4G21534
4081_0:001893,3702_0:0047f5,111502at3193,LOC101263975,AT4G21534
4081_0:001670,3702_0:0047f7,111502at3193,LOC101256244,AT4G21540
4081_0:001893,3702_0:0047f7,111502at3193,LOC101263975,AT4G21540
4081_0:001413,3702_0:0030f6,111504at3193,LOC101256467,AT3G55040
4081_0:0020d7,3702_0:0030f6,111504at3193,LOC101256964,AT3G55040
4081_0:004727,3702_0:0030f6,111504at3193,LOC101262552,AT3G55040
4081_0:004fbc,3702_0:0030f6,111504at3193,LOC101253845,AT3G55040
4081_0:005e4e,3702_0:0030f6,111504at3193,LOC112940020,AT3G55040
4081_0:006013,3702_0:0030f6,111504at3193,LOC101258631,AT3G55040
4081_0:001413,3702_0:005900,111504at3193,LOC101256467,AT5G02780
4081_0:0020d7,3702_0:005900,111504at3193,LOC101256964,AT5G02780
4081_0:004727,3702_0:005900,111504at3193,LOC101262552,AT5G02780
4081_0:004fbc,3702_0:005900,111504at3193,LOC101253845,AT5G02780
4081_0:005e4e,3702_0:005900,111504at3193,LOC112940020,AT5G02780
4081_0:006013,3702_0:005900,111504at3193,LOC101258631,AT5G02780
4081_0:001413,3702_0:00632c,111504at3193,LOC101256467,AT5G02790
4081_0:0020d7,3702_0:00632c,111504at3193,LOC101256964,AT5G02790
4081_0:004727,3702_0:00632c,111504at3193,LOC101262552,AT5G02790
4081_0:004fbc,3702_0:00632c,111504at3193,LOC101253845,AT5G02790
4081_0:005e4e,3702_0:00632c,111504at3193,LOC112940020,AT5G02790
4081_0:006013,3702_0:00632c,111504at3193,LOC101258631,AT5G02790
4081_0:00036d,3702_0:004c9b,111514at3193,LOC101265584,AT4G23340
4081_0:0018c2,3702_0:004c9b,111514at3193,LOC101255664,AT4G23340
4081_0:00036d,3702_0:0067cf,111514at3193,LOC101265584,AT5G51310
4081_0:0018c2,3702_0:0067cf,111514at3193,LOC101255664,AT5G51310
4081_0:000942,3702_0:003521,111526at3193,LOC101248719,AT3G49710
4081_0:002013,3702_0:002dfd,111539at3193,LOC101252563,AT3G08720
4081_0:005108,3702_0:002dfd,111539at3193,LOC101261471,AT3G08720
4081_0:002013,3702_0:0040fc,111539at3193,LOC101252563,AT3G08730
4081_0:005108,3702_0:0040fc,111539at3193,LOC101261471,AT3G08730
4081_0:005de8,3702_0:0042c5,111593at3193,LOC101264805,AT4G16060
4081_0:002143,3702_0:0005ba,11159at3193,GLYMA_01G080400,AT1G35250
4081_0:0024e1,3702_0:0005ba,11159at3193,MKS2b,AT1G35250
4081_0:002744,3702_0:0005ba,11159at3193,MKS2c,AT1G35250
4081_0:002143,3702_0:000a2f,11159at3193,GLYMA_01G080400,AT1G68260
4081_0:0024e1,3702_0:000a2f,11159at3193,MKS2b,AT1G68260
4081_0:002744,3702_0:000a2f,11159at3193,MKS2c,AT1G68260
4081_0:002143,3702_0:000bb5,11159at3193,GLYMA_01G080400,AT1G35290
4081_0:0024e1,3702_0:000bb5,11159at3193,MKS2b,AT1G35290
4081_0:002744,3702_0:000bb5,11159at3193,MKS2c,AT1G35290
4081_0:002143,3702_0:001054,11159at3193,GLYMA_01G080400,AT1G68280
4081_0:0024e1,3702_0:001054,11159at3193,MKS2b,AT1G68280
4081_0:002744,3702_0:001054,11159at3193,MKS2c,AT1G68280
4081_0:00278a,3702_0:0000ac,111601at3193,LOC101254992,AT1G77010
4081_0:0038bc,3702_0:003a15,111612at3193,LOC101258568,AT3G24530
4081_0:005dc9,3702_0:003a15,111612at3193,LOC101249527,AT3G24530
4081_0:00197a,3702_0:000a66,111621at3193,LOC101265523,AT1G15220
4081_0:003558,3702_0:00171d,111630at3193,LOC101250227,AT1G11755
4081_0:0007d4,3702_0:00220c,111634at3193,LOC101254642,AT2G32640
4081_0:005dba,3702_0:002956,111665at3193,LOC101259712,AT2G19880
4081_0:000489,3702_0:003702,111675at3193,LOC101245287,AT3G02000
4081_0:000b6c,3702_0:003702,111675at3193,LOC112940699,AT3G02000
4081_0:002d18,3702_0:003702,111675at3193,LOC101247917,AT3G02000
4081_0:000489,3702_0:00411d,111675at3193,LOC101245287,AT3G21460
4081_0:000b6c,3702_0:00411d,111675at3193,LOC112940699,AT3G21460
4081_0:002d18,3702_0:00411d,111675at3193,LOC101247917,AT3G21460
4081_0:000489,3702_0:006383,111675at3193,LOC101245287,AT5G14070
4081_0:000b6c,3702_0:006383,111675at3193,LOC112940699,AT5G14070
4081_0:002d18,3702_0:006383,111675at3193,LOC101247917,AT5G14070
4081_0:001d1d,3702_0:003423,111706at3193,LOC101266501,AT3G52180
4081_0:005a23,3702_0:003423,111706at3193,ptpkis1,AT3G52180
4081_0:001896,3702_0:00084d,111709at3193,LOC101260326,AT1G68660
4081_0:00117c,3702_0:005fb5,111722at3193,LOC101249422,AT5G05920
4081_0:00124e,3702_0:005fb5,111722at3193,AT5G05920,AT5G05920
4081_0:005038,3702_0:002f5b,111730at3193,LOC544263,AT3G21730
4081_0:005038,3702_0:0037f9,111730at3193,LOC544263,AT3G11750
4081_0:005038,3702_0:0054c3,111730at3193,LOC544263,AT5G62980
4081_0:000848,3702_0:00140c,111738at3193,LOC101265479,AT1G01920
4081_0:0038f6,3702_0:005278,111749at3193,LOC101266741,AT5G54880
4081_0:00117a,3702_0:004a22,111756at3193,LOC101266794,AT4G13650
4081_0:000e2b,3702_0:005896,111757at3193,CRTISO-L2,AT5G49555
4081_0:002726,3702_0:004032,11178at3193,LOC101264318,AT3G05000
4081_0:0020a6,3702_0:002342,111793at3193,LOC101267522,AT2G33630
4081_0:005ecb,3702_0:0049c3,11179at3193,LOC101246510,AT4G16710
4081_0:0011e7,3702_0:002faf,111822at3193,LOC101268821,AT3G29230
4081_0:001ef6,3702_0:0039db,111824at3193,LOC101254586,AT3G15930
4081_0:006370,3702_0:006ad0,111828at3193,psbD,psbD
4081_0:0000fb,3702_0:002316,111831at3193,LOC101259577,AT2G44850
4081_0:0000fb,3702_0:002736,111831at3193,LOC101259577,AT2G44850
4081_0:000ce7,3702_0:003bda,111833at3193,LOC101247784,AT3G49870
4081_0:000db8,3702_0:003bda,111833at3193,LOC104645674,AT3G49870
4081_0:002030,3702_0:003bda,111833at3193,LOC101266697,AT3G49870
4081_0:0054d4,3702_0:003bda,111833at3193,LOC101254552,AT3G49870
4081_0:000ce7,3702_0:005673,111833at3193,LOC101247784,AT5G37680
4081_0:000db8,3702_0:005673,111833at3193,LOC104645674,AT5G37680
4081_0:002030,3702_0:005673,111833at3193,LOC101266697,AT5G37680
4081_0:0054d4,3702_0:005673,111833at3193,LOC101254552,AT5G37680
4081_0:000ce7,3702_0:0063f6,111833at3193,LOC101247784,AT5G67560
4081_0:000db8,3702_0:0063f6,111833at3193,LOC104645674,AT5G67560
